var 0 2
var 1 2
var 2 2
var 3 2
var 4 2
var 5 2
var 6 2
var 7 2
var 8 2
var 9 2
var 10 2
var 11 2
var 12 2
var 13 2
var 14 2
var 15 2
var 16 2
var 17 2
var 18 2
var 19 2
var 20 2
var 21 2
var 22 2
var 23 2
var 24 2
var 25 2
var 26 2
var 27 2
var 28 2
var 29 2
var 30 2
var 31 2
var 32 2
var 33 2
var 34 2
var 35 2
var 36 2
var 37 2
var 38 2
var 39 2
var 40 2
var 41 2
var 42 2
var 43 2
var 44 2
var 45 2
var 46 2
var 47 2
var 48 2
var 49 2
var 50 2
var 51 2
var 52 2
var 53 2
var 54 2
var 55 2
var 56 2
var 57 2
var 58 2
var 59 2
var 60 2
var 61 2
var 62 2
var 63 2
var 64 2
var 65 2
var 66 2
var 67 2
var 68 2
var 69 2
var 70 2
var 71 2
var 72 2
var 73 2
var 74 2
var 75 2
var 76 2
var 77 2
var 78 2
var 79 2
var 80 2
var 81 2
var 82 2
var 83 2
var 84 2
var 85 2
var 86 2
var 87 2
var 88 2
var 89 2
var 90 2
var 91 2
var 92 2
var 93 2
var 94 2
var 95 2
var 96 2
var 97 2
var 98 2
var 99 2
var 100 2
var 101 2
var 102 2
var 103 2
var 104 2
var 105 2
var 106 2
var 107 2
var 108 2
var 109 2
var 110 2
var 111 2
var 112 2
var 113 2
var 114 2
var 115 2
var 116 2
var 117 2
var 118 2
var 119 2
var 120 2
var 121 2
var 122 2
var 123 2
var 124 2
var 125 2
var 126 2
var 127 2
var 128 2
var 129 2
var 130 2
var 131 2
var 132 2
var 133 2
var 134 2
var 135 2
var 136 2
var 137 2
var 138 2
var 139 2
var 140 2
var 141 2
var 142 2
var 143 2
var 144 2
var 145 2
var 146 2
var 147 2
var 148 2
var 149 2
var 150 2
var 151 2
var 152 2
var 153 2
var 154 2
var 155 2
var 156 2
var 157 2
var 158 2
var 159 2
var 160 2
var 161 2
var 162 2
var 163 2
var 164 2
var 165 2
var 166 2
var 167 2
var 168 2
var 169 2
var 170 2
var 171 2
var 172 2
var 173 2
var 174 2
var 175 2
var 176 2
var 177 2
var 178 2
var 179 2
var 180 2
var 181 2
var 182 2
var 183 2
var 184 2
var 185 2
var 186 2
var 187 2
var 188 2
var 189 2
var 190 2
var 191 2
var 192 2
var 193 2
var 194 2
var 195 2
var 196 2
var 197 2
var 198 2
var 199 2
var 200 2
var 201 2
var 202 2
var 203 2
var 204 2
var 205 2
var 206 2
var 207 2
var 208 2
var 209 2
var 210 2
var 211 2
var 212 2
var 213 2
var 214 2
var 215 2
var 216 2
var 217 2
var 218 2
var 219 2
var 220 2
var 221 2
var 222 2
var 223 2
var 224 2
var 225 2
var 226 2
var 227 2
var 228 2
var 229 2
var 230 2
var 231 2
var 232 2
var 233 2
var 234 2
var 235 2
var 236 2
var 237 2
var 238 2
var 239 2
var 240 2
var 241 2
var 242 2
var 243 2
var 244 2
var 245 2
var 246 2
var 247 2
var 248 2
var 249 2
var 250 2
var 251 2
var 252 2
var 253 2
var 254 2
var 255 2
var 256 2
var 257 2
var 258 2
var 259 2
var 260 2
var 261 2
var 262 2
var 263 2
var 264 2
var 265 2
var 266 2
var 267 2
var 268 2
var 269 2
var 270 2
var 271 2
var 272 2
var 273 2
var 274 2
var 275 2
var 276 2
var 277 2
var 278 2
var 279 2
var 280 2
var 281 2
var 282 2
var 283 2
var 284 2
var 285 2
var 286 2
var 287 2
var 288 2
var 289 2
var 290 2
var 291 2
var 292 2
var 293 2
var 294 2
var 295 2
var 296 2
var 297 2
var 298 2
var 299 2
var 300 2
var 301 2
var 302 2
var 303 2
var 304 2
var 305 2
var 306 2
var 307 2
var 308 2
var 309 2
var 310 2
var 311 2
var 312 2
var 313 2
var 314 2
var 315 2
var 316 2
var 317 2
var 318 2
var 319 2
var 320 2
var 321 2
var 322 2
var 323 2
var 324 2
var 325 2
var 326 2
var 327 2
var 328 2
var 329 2
var 330 2
var 331 2
var 332 2
var 333 2
var 334 2
var 335 2
var 336 2
var 337 2
var 338 2
var 339 2
var 340 2
var 341 2
var 342 2
var 343 2
var 344 2
var 345 2
var 346 2
var 347 2
var 348 2
var 349 2
var 350 2
var 351 2
var 352 2
var 353 2
var 354 2
var 355 2
var 356 2
var 357 2
var 358 2
var 359 2
var 360 2
var 361 2
var 362 2
var 363 2
var 364 2
var 365 2
var 366 2
var 367 2
var 368 2
var 369 2
var 370 2
var 371 2
var 372 2
var 373 2
var 374 2
var 375 2
var 376 2
var 377 2
var 378 2
var 379 2
var 380 2
var 381 2
var 382 2
var 383 2
var 384 2
var 385 2
var 386 2
var 387 2
var 388 2
var 389 2
var 390 2
var 391 2
var 392 2
var 393 2
var 394 2
var 395 2
var 396 2
var 397 2
var 398 2
var 399 2
var 400 2
var 401 2
var 402 2
var 403 2
var 404 2
var 405 2
var 406 2
var 407 2
var 408 2
var 409 2
var 410 2
var 411 2
var 412 2
var 413 2
var 414 2
var 415 2
var 416 2
var 417 2
var 418 2
var 419 2
var 420 2
var 421 2
var 422 2
var 423 2
var 424 2
var 425 2
var 426 2
var 427 2
var 428 2
var 429 2
var 430 2
var 431 2
var 432 2
var 433 2
var 434 2
var 435 2
var 436 2
var 437 2
var 438 2
var 439 2
var 440 2
var 441 2
var 442 2
var 443 2
var 444 2
var 445 2
var 446 2
var 447 2
var 448 2
var 449 2
var 450 2
var 451 2
var 452 2
var 453 2
var 454 2
var 455 2
var 456 2
var 457 2
var 458 2
var 459 2
var 460 2
var 461 2
var 462 2
var 463 2
var 464 2
var 465 2
var 466 2
var 467 2
var 468 2
var 469 2
var 470 2
var 471 2
var 472 2
var 473 2
var 474 2
var 475 2
var 476 2
var 477 2
var 478 2
var 479 2
var 480 2
var 481 2
var 482 2
var 483 2
var 484 2
var 485 2
var 486 2
var 487 2
var 488 2
var 489 2
var 490 2
var 491 2
var 492 2
var 493 2
var 494 2
var 495 2
var 496 2
var 497 2
var 498 2
var 499 2
var 500 2
var 501 2
var 502 2
var 503 2
var 504 2
var 505 2
var 506 2
var 507 2
var 508 2
var 509 2
var 510 2
var 511 2
var 512 2
var 513 2
var 514 2
var 515 2
var 516 2
var 517 2
var 518 2
var 519 2
var 520 2
var 521 2
var 522 2
var 523 2
var 524 2
var 525 2
var 526 2
var 527 2
var 528 2
var 529 2
var 530 2
var 531 2
var 532 2
var 533 2
var 534 2
var 535 2
var 536 2
var 537 2
var 538 2
var 539 2
var 540 2
var 541 2
var 542 2
var 543 2
var 544 2
var 545 2
var 546 2
var 547 2
var 548 2
var 549 2
var 550 2
var 551 2
var 552 2
var 553 2
var 554 2
var 555 2
var 556 2
var 557 2
var 558 2
var 559 2
var 560 2
var 561 2
var 562 2
var 563 2
var 564 2
var 565 2
var 566 2
var 567 2
var 568 2
var 569 2
var 570 2
var 571 2
var 572 2
var 573 2
var 574 2
var 575 2
var 576 2
var 577 2
var 578 2
var 579 2
var 580 2
var 581 2
var 582 2
var 583 2
var 584 2
var 585 2
var 586 2
var 587 2
var 588 2
var 589 2
var 590 2
var 591 2
var 592 2
var 593 2
var 594 2
var 595 2
var 596 2
var 597 2
var 598 2
var 599 2
var 600 10
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
